,ABBV_pred,AMGN_pred,AZN_pred,BIIB_pred,BMY_pred,CRXT_pred,GILD_pred,GRFS_pred,GSK_pred,HCM_pred,HZNP_pred,JNJ_pred,LLY_pred,MRK_pred,NVO_pred,NVS_pred,OGN_pred,PFE_pred,SNY_pred,TSVT_pred
2016-12-02,0.034888116093429566,-0.0038960915436909715,0.04788852884349115,-0.032210161329342846,0.01911579121907181,-0.02016012525173808,0.0038591166559935886,-0.007986991372169072,0.0023846309213424455,-0.025389210096549597,-0.294067561555841,0.002676064557508795,0.002065166968954202,0.0016345897020149103,0.06060726293740837,0.022769504196007873,-0.0014833366342518737,0.002210640273048181,0.009450517693908367,0.2821257827928777
2016-12-05,0.019203370655245244,0.003229808933926215,0.04246271274312141,-0.012935662824545169,0.01784172438054732,-0.02016012525173808,0.01522351616875195,-0.004076159820605163,0.0039739348298035715,-0.07685340679185737,-0.30150362955323695,0.030094664962550866,0.005190065088558349,0.024105597494607167,0.03511151733944562,0.006791426320579941,-0.0014833366342518737,0.0253178636965381,-0.007852895410129346,0.2821257827928777
2016-12-06,0.005986665452692996,0.0222169470488911,0.06295143584579144,-0.01306755803586146,0.020142105822109624,-0.02016012525173808,0.03859745321655783,-0.006162106417036295,0.01996402502122807,-0.018237554262308997,-0.30146619903630834,0.03360686516867073,0.01231322429638837,0.03238523580388808,0.013801120961245417,0.03224702353580966,-0.0014833366342518737,0.03945236488754045,0.0063740316924052465,0.2821257827928777
2016-12-07,0.027619636131633207,0.05175679592806581,0.05421010554412975,0.0033243394356459177,0.057339269244125024,-0.02016012525173808,0.04588666515605233,0.002058137372723312,0.01085957244769098,-0.002030439464241862,-0.2500626686931393,0.034414654388680965,0.004294566815825185,0.03620336391552259,-0.002560086715134524,0.03325044815248779,-0.0014833366342518737,0.05094056116049517,-0.022461725985311265,0.2821257827928777
2016-12-08,0.01822356156442062,0.06738401455916954,0.053004881729713293,-0.00891580130489622,0.060081300287223804,-0.02016012525173808,0.0542688376720335,0.05734682314881123,0.019335725951517002,0.010981568887443505,-0.006675554006955853,0.04320115546455927,0.06035330971225239,0.044385754947648515,0.015323579116621744,0.050064551454299,-0.0014833366342518737,0.05685314043806722,-0.007571921415657101,0.2821257827928777
2016-12-09,0.010989312103656612,0.040439905619739314,0.025446518437340693,-0.004772098012305825,0.02732318393190214,-0.02016012525173808,0.02549208192006347,0.049944810154894714,0.019651808542013427,0.0021405454664091828,0.10306527110801733,0.03173771986318119,0.07739774407751465,0.02721297842541448,-0.011999676448992691,0.028831732942243615,-0.0014833366342518737,0.035330710452921466,-0.047133205195406536,0.2821257827928777
2016-12-12,0.002897046167368078,0.013492572017815618,0.0003711664232093348,-0.027316567775116596,0.04950564551293413,-0.02016012525173808,0.018996657082006152,0.06266480800655216,0.012872799861537665,0.030045115616541995,0.099363154032591,0.00570488733222696,0.08244050697707106,-0.0017978194310845907,-0.006754984288064314,0.03105087969052711,-0.0014833366342518737,0.013184328957991376,-0.04664891124967063,0.2821257827928777
2016-12-13,0.0027385362343910202,-0.0077808220112229876,-0.024855186429789455,-0.006248195767986964,0.03353990579306032,-0.02016012525173808,-0.010612001625883494,0.07283159073563583,-0.003908822041992721,-0.025545046751604517,0.061607798155868476,-0.001986484910772468,0.06677575156426929,-0.02109820619623859,-0.0030815406957658276,0.010336779416052266,-0.0014833366342518737,0.000608875144376686,-0.051653517154061745,0.2821257827928777
2016-12-14,-0.0035735690579414836,-0.01709303838863807,-0.008463871390544497,-0.01103009190825155,0.0032427270894612725,-0.02016012525173808,-0.0233862347631133,0.07459761255304986,0.004468725828613351,-0.05286350506396742,0.05789395315600698,0.0027789144237369,0.07923517959743354,-0.03910413507453825,0.007943466108793373,0.008002938098346402,-0.0014833366342518737,-0.012879567394577407,-0.004807125522126032,0.2821257827928777
2016-12-15,-0.005821276418665811,-0.02716255821461111,-0.018951060274333464,-0.01368344217819395,0.001873706437581113,-0.02016012525173808,-0.030233962180070684,0.00892871063175038,0.004188660738727812,-0.029087929491341757,0.06984090931326348,-0.003890388494538932,0.0261370380225614,-0.04576442501233435,0.0008445334705289298,0.009941917050555471,-0.0014833366342518737,-0.012598120904913745,0.001771908947885592,0.2821257827928777
2016-12-16,0.001926865884628537,-0.012259155846407133,-0.01993912594429048,0.00393778459882288,0.016747235861930054,-0.02016012525173808,-0.006227424926621872,0.020305266499258234,-0.004941993996814276,-0.012551729806327572,0.03467172792757056,0.0006899082782219068,0.006526425806317349,-0.047221892005937516,0.0028034718192375685,0.0009748692731617048,-0.0014833366342518737,-0.011022719586241347,0.023844181095983963,0.2821257827928777
2016-12-19,0.004490002467454346,0.004187745200867177,0.011437021498880817,0.04334850686198077,-0.0015156721289772968,-0.02016012525173808,-0.009046280270138318,0.027122427363933888,-0.0007829491010311607,-0.006362637161941631,0.043829364858563036,-0.0009485075552824185,0.00529813985533778,-0.022327715580273022,0.0045081904844197496,0.005707533517139485,-0.0014833366342518737,-0.009180209876687773,0.02422647337811501,0.2821257827928777
2016-12-20,0.0017683189506949581,0.003051764175893368,0.007007222087548115,0.012734163049924696,-0.008663801161014728,-0.02016012525173808,-0.017436431253295304,0.016466494321688785,-0.0036621133270240414,-0.026861093176591577,0.023003864132010943,-0.004853393815781537,-0.0043703580901590655,-0.020540025119877736,-0.0059099088230119,-0.004736037717939734,-0.0014833366342518737,-0.015337517597441952,0.01024066115958977,0.2821257827928777
2016-12-21,0.020615644456355664,0.010954004987934418,0.011025489541881761,0.013751272700431194,0.003571760531543955,-0.02016012525173808,-0.02505415684627721,0.008866308741107165,0.008097212303796564,-0.020931833258615917,0.012422567093584025,0.0015597570924912318,0.0042231971505763966,-0.006583940445137326,0.012077073529071392,0.01292129138614273,-0.0014833366342518737,0.0027738581856748823,0.0070762552246219634,0.2821257827928777
2016-12-22,0.015449262733050695,-0.001025662186910914,0.005137596403561151,0.001799980203763596,-0.005460794843944239,-0.02016012525173808,-0.023326222965533994,0.020113748959380562,0.005990011462756684,-0.04749092857507131,0.010562389186839383,-0.001994310955891976,0.003950324790900517,-0.011988114251739734,0.008963683784873666,0.014798724541690955,-0.0014833366342518737,0.004319804151290185,0.02250654959336762,0.2821257827928777
2016-12-23,0.0011222672466870698,0.021322697135778057,0.014540506366400585,0.014432930415756218,-0.0026876627652585583,-0.02016012525173808,0.007036687201919634,0.011243144792167925,0.012696334901543427,0.07606514180317037,-0.007667455358012276,-0.0010353023008748963,0.010917275919578806,0.009857373120318869,0.005583474876304173,0.013547284946750615,-0.0014833366342518737,0.01588285212380658,0.0385188104311176,0.2821257827928777
2016-12-27,0.012560764946442315,0.029946019062687235,0.024281021143422787,0.01001424286111341,0.003373968611048106,-0.02016012525173808,0.03531118740852435,0.03845459500352444,0.020939164560728418,0.014084726165251027,0.028766277494757908,-0.0022455301938855143,0.01225318302113454,0.005670468944422691,0.017004092087604228,0.008018871264005245,-0.0014833366342518737,0.023094308523795792,0.02880754117307216,0.2821257827928777
2016-12-28,0.023802896434631737,0.03532696143598901,0.052964098923762304,0.01482477055814524,0.03218517467086013,-0.02016012525173808,0.04356081383225252,0.06387073923119768,0.04031866385404648,0.026161531844916652,0.04799956956205742,0.015175193185235969,0.034042804992314935,0.014072827812486643,0.04497932163278451,0.033636388046256904,-0.0014833366342518737,0.03820933780245195,0.055487336026434075,0.2821257827928777
2016-12-29,0.01675695451584902,0.05911917415154999,0.038362733942357785,0.0273886206791909,0.024251542035162554,-0.02016012525173808,0.04553013447249388,0.07000131715015145,0.02415964158655015,0.020931833258615917,0.07833182230294344,0.006989179211602803,0.02828073023683242,0.020619221720169723,0.02263409022533658,0.01439078896047219,-0.0014833366342518737,0.030015744700957914,0.015244380805021773,0.2821257827928777
2016-12-30,0.02507426481803865,0.08285339476182685,0.04333708621623966,0.05301620108603622,0.02841564694094334,-0.02016012525173808,0.05739147104441322,0.05035938096477821,0.02360899214632939,0.0051452262278322,0.09260958542978237,0.009244482463965475,0.03631463776065402,0.03718008886363933,0.01768975097393488,0.01809444533673199,-0.0014833366342518737,0.030024992739467127,0.012776498608813913,0.2821257827928777
2017-01-03,0.02625068253962537,0.05190377069708685,0.03684451840973235,0.020628440007032012,0.015457400880667826,-0.02016012525173808,0.011396249673309988,0.0413682161950506,0.012790969832449317,-0.0873154681666839,0.06863761315928585,0.002758700801646974,0.022139299894338826,-0.0038312797385589015,0.0025024286250352468,0.017422481439836268,-0.0014833366342518737,0.013245435818503015,0.0007310108008256044,0.2821257827928777
2017-01-04,-0.024521781438482826,0.02423474754242072,0.008911035263919675,-0.023884412823063528,-0.04037104616596032,-0.02016012525173808,-0.034768715539969186,-0.007211561821234724,-0.0010240180799163667,-0.023347358220647596,0.0017345352232300826,-0.00798708335894105,0.007201061273779175,0.024639975116742985,-0.015599284238494882,0.001376114799763517,-0.0014833366342518737,-0.01391409864710802,-0.00146983592076122,0.2821257827928777
2017-01-05,-0.02978993591758039,0.015438154685563532,-0.01580916607337235,-0.019954624844293,-0.06138365133600132,-0.02016012525173808,-0.03548604216570439,-0.019637530905661116,-0.01828859121641324,-0.03308145566026388,0.014539366585992752,-0.019354356206344292,0.020427606521823627,0.03433960550457282,-0.0497889930752522,-0.017432108284950676,-0.0014833366342518737,-0.03051121159304504,-0.02143281839410216,0.2821257827928777
2017-01-06,-0.018584125079680103,-0.004218710538702375,0.0052622566039706165,-0.035363754012529114,-0.06423817189069814,-0.02016012525173808,-0.03258226599638281,-0.007079854124785179,-0.004071607256317389,-0.013664331809069008,-0.005150234595728609,-0.014725313386324324,0.022604753253260945,0.03376893205721787,-0.025150046046447105,-0.014943092850853823,-0.0014833366342518737,-0.029092907163782655,0.028122737336783832,0.2821257827928777
2017-01-09,-0.027245989641336177,-0.0257629979513192,-0.0021053317833485963,-0.05502815683038431,-0.05949507839100576,-0.02016012525173808,-0.05321050939984051,-0.004744796142905461,-0.0033022823374264654,0.011661928398920107,-0.05798725765034929,-0.012200095347931317,0.007575758489898554,0.006200272664900197,-0.008253122515314626,-0.02983242772145056,-0.0014833366342518737,-0.043040339311089415,0.0,0.2821257827928777
2017-01-10,-0.028301543941251506,-0.019013125780893425,-0.008733668870104516,-0.04878856547966848,-0.06741021842822237,-0.02016012525173808,-0.0391512312437623,-0.005977277600917041,-0.011504604897870419,0.01088944126446112,-0.05511188810789669,-0.01264850629896408,0.016385069932493224,0.02064665312086822,0.0008327532183209918,-0.03041316508448544,-0.0014833366342518737,-0.04307994643781621,-0.007089681710541029,0.2821257827928777
2017-01-11,0.003918018565395087,-0.018169312505990298,-0.00962736356050753,-0.023826522228707958,-0.023333717753011296,-0.02016012525173808,-0.03027626889257462,0.014965790142074997,-0.007712164331572957,-0.01007205222320362,-0.02634034956069975,-0.004630157007866842,0.020776747885659752,-0.021319354749506303,0.00028082004633045443,-0.03199721353317164,-0.0014833366342518737,-0.03502626349937943,-0.015316553190352522,0.2821257827928777
2017-01-12,-0.00212386349581406,-0.00445107123076216,-0.042313436404698646,-0.025017526416442948,-0.13862215654173848,-0.02016012525173808,-0.032557905675606236,0.013727436719393804,-0.007461594376508618,0.004690647871488096,-0.030483044518290647,-0.0041089611474465215,-0.004416761614602471,0.005130733247819652,0.007628156539130959,-0.029840462489900244,-0.0014833366342518737,-0.025789753908335378,-0.00666930294710566,0.2821257827928777
2017-01-13,-0.016755395114125715,-0.022018928644954805,-0.05317338350186862,-0.0311383152700504,-0.117249709069156,-0.02016012525173808,-0.03311380567226596,0.0029561313245536347,-0.007678733362942225,-0.013119743701496045,-0.05665237454171246,-0.00603920699856797,-0.014051666448325228,-0.008538151317806442,-0.009278652450610991,-0.03171302485343963,-0.0014833366342518737,-0.03313845728306308,-0.030854561447553497,0.2821257827928777
2017-01-17,-0.020908986259383422,-0.019240628388160097,-0.05338433401712184,-0.03301128426037536,-0.13933581465452383,-0.02016012525173808,-0.023355252304093632,-0.0029770648505356156,-0.014610046483503059,-0.04445179084181161,-0.015037877364540542,-0.027447322548415087,-0.026369141059998213,-0.004401428452014411,-0.03972921748202607,-0.02760359042732574,-0.0014833366342518737,-0.028795009144133132,-0.030741008861475905,0.2821257827928777
2017-01-18,-0.004551267188880548,-0.01077843757547381,-0.043383619319221634,-0.03724950919372727,-0.1236189112761763,-0.02016012525173808,-0.0030544824043321483,0.008358458008085545,-0.0002572539845111521,0.008626932207028482,-0.046631320964076295,-0.01670382230649281,-0.03517845250259288,-0.001472421285153569,-0.023583357016693896,0.0037486245371010085,-0.0014833366342518737,-0.023374236584023045,-0.02157536065561727,0.2821257827928777
2017-01-19,-0.0017938079396229156,-0.005346187089773302,-0.04357265583393399,-0.005221352971251925,-0.16989210133217947,-0.02016012525173808,-0.004902243584713695,0.007694562628723922,0.001804979384983696,-0.017505900769106297,-0.06114379421525129,-0.020882049099867572,-0.029852976555150512,0.014317744932026866,-0.01698328311129149,0.02079598235281299,-0.0014833366342518737,-0.013337512411149888,-0.01656651509000051,0.2821257827928777
2017-01-20,-0.018985201666672058,0.015970182137981404,-0.0007390941422027453,-0.008767791878751652,-0.030733309250789098,-0.02016012525173808,0.003514406090511457,0.019953734478089125,0.0002581904517890976,-0.001440955407740141,-0.051293246584325214,-0.006768431452236712,-0.01879270833294555,-0.01255241162458276,0.00701177147448151,0.021840394550757924,-0.0014833366342518737,-0.011077873624084411,-0.011716291095074993,0.2821257827928777
2017-01-23,-0.008732089373880036,0.0111349013050841,-0.00036902769007474134,0.0001449374944391124,-0.026549404287122602,-0.02016012525173808,0.011533219462528166,-0.004140922914545264,0.002053505521563359,0.03531896985552185,-0.058766882532657494,-0.006871035087826272,-0.021455254826844516,-0.006166842593515742,0.008158639034335557,0.03033075312019351,-0.0014833366342518737,-0.004779167082482605,-0.005236326202452624,0.2821257827928777
2017-01-24,0.008710639778263918,0.03131194614308441,0.008852828799521095,0.012412538871432233,0.004076748221099713,-0.02016012525173808,0.030836477107770044,0.013621618601057595,0.01486461381804638,0.06524852159739103,-0.007909938256944304,0.013244049667266111,0.02870817149383953,0.012662525761726329,0.03890002940702697,0.054059716588886086,-0.0014833366342518737,0.018448266295568505,0.026336889125798457,0.2821257827928777
2017-01-25,-0.008015254797584692,0.035507003681036764,0.017075659119848208,0.030456690038136003,-0.0052606458247863586,-0.02016012525173808,0.012575148318372698,0.022921838128632466,0.014807439778986797,-0.0007160923164986066,0.010350173025099885,0.0038048338895597666,0.03608090987830703,0.016561527811091104,0.041458123068694785,0.017310514591236004,-0.0014833366342518737,0.02220762041626001,0.02451514810450428,0.2821257827928777
2017-01-26,-0.0062214468579617765,0.04223853816741574,0.030953168608138792,-0.05399751380830775,0.07566256902349444,-0.02016012525173808,0.01435873360090234,0.011140542706248535,0.012288759737436816,0.02829346467047511,0.045602523782983795,0.015350111761310181,0.03698508826611224,0.04754438017072182,-0.04525655126764727,0.01613945627997193,-0.0014833366342518737,0.024419714413512317,0.024994932089438926,0.2821257827928777
2017-01-27,0.011104730214737124,0.06389825120843895,0.03165646225077179,-0.04989237580041639,0.0617329151695265,-0.02016012525173808,0.015041853719882425,0.012128439298721982,0.015118929574595708,0.007183966307543255,0.05426508502569938,0.002290589720462144,0.0242458920043207,0.04031011973583798,-0.04867813954568678,0.022998975446666403,-0.0014833366342518737,0.031235969259650886,0.018631761555103488,0.2821257827928777
2017-01-30,0.0036341382984064197,0.07573486601444479,0.03624885831220137,-0.04122806506782162,0.04713614872543692,-0.02016012525173808,0.012230902117377873,0.029207735372673405,0.014256983634387765,-0.03458554637460942,0.0821703688086588,0.002383813925897371,0.04104717080341125,0.05556549884693762,-0.05648282016102568,0.02432150946404299,-0.0014833366342518737,0.03909642511476186,0.01587342497758959,0.2821257827928777
2017-01-31,-0.00904087342451021,0.06271001337928617,0.03712806324373652,-0.04097381973715564,0.04960347384583308,-0.02016012525173808,0.00934203838371328,0.021531285272694767,0.0038083342189434433,-0.025154066603968683,0.015757800090217433,0.00202886761032417,0.008660536434102362,0.035029952163672995,-0.08027300515907809,0.002971919735584194,-0.0014833366342518737,0.021106920133379337,-0.013081685454977787,0.2821257827928777
2017-02-01,-0.006095011016515439,0.05156884632321734,0.030509543199544353,-0.047062851052982246,0.05352203647348963,-0.02016012525173808,-0.08583873892666105,0.0011613374711942903,0.007322670321831204,-0.033506414622433756,0.013834779593318025,0.0015002260479537455,0.006550640841882505,0.0351245826967741,-0.08649098404096556,0.015944130516264643,-0.0014833366342518737,0.014731351639826862,0.00804010705114555,0.2821257827928777
2017-02-02,-0.000821387475736568,0.048258760841347836,0.06122195483874471,0.023230293688833115,0.019802849255565746,-0.02016012525173808,-0.0967090380021105,0.000583052569228304,0.018155035737878578,-0.020231885149654794,0.00839833304597759,0.0044808985179844996,0.003997617145806487,0.0032666971139514445,0.029431318440191756,0.027532131981216068,-0.0014833366342518737,0.020278477702983633,0.052650086869985735,0.2821257827928777
2017-02-03,-0.004129356608124635,0.002146511220790792,0.0560632906861982,0.0374142071960355,0.016987777811337423,-0.02016012525173808,-0.08628236438773929,-0.007490551984318916,0.024121359605322024,-0.027577952992309918,-0.03134677712716094,0.013981449412624691,0.007225251066855343,-0.002179857214836378,0.01224846898410048,0.01770663409902795,-0.0014833366342518737,0.008069679019576004,0.04664309224376906,0.2821257827928777
2017-02-06,-0.0023111762773071476,0.013335714451742753,0.05371128279085191,0.051499002782093406,0.019210559767878443,-0.02016012525173808,-0.06772100806676029,-0.006352877702695103,0.010810997287462154,-0.01105802433271963,-0.027053092971339066,0.021633961888949393,0.005935734366613765,-0.002621165131525771,0.025176793593713942,0.018059583451762506,-0.0014833366342518737,0.011721343542674845,0.04569208520455703,0.2821257827928777
2017-02-07,0.004284241959724433,0.014219397624201768,0.04598902450288822,0.06907063701042038,0.038915569597630206,-0.02016012525173808,-0.0793707303079243,0.0057405177814806585,0.016338253016593196,-0.01540184768949393,0.00897949921972252,0.02506225952667407,0.02089169785546563,0.02248673469883311,0.034450613774756,0.013663956053448167,-0.0014833366342518737,0.020669877577082385,0.060492973252634474,0.2821257827928777
2017-02-08,0.018499514614232826,0.028467891514354804,0.040289780157168664,0.0851989015900223,0.0566349207970962,-0.02016012525173808,0.04348194744208822,0.01440525635853973,0.02041922736966084,0.00221973700225897,0.03463804793651537,0.03296045903872802,0.03373579301781504,0.012975266153124387,0.03274181286196498,0.016353468121256043,-0.0014833366342518737,0.04174259570280947,0.05062571517001713,0.2821257827928777
2017-02-09,0.010464308118633081,0.03420275856553001,0.014030114742842326,0.07027884397670991,0.05237979685644856,-0.02016012525173808,0.06949082315735566,0.012738991669056787,0.022239254390269636,-0.02214114042285109,0.016588098652281502,0.034462003244213335,0.03637844841020943,0.013420994861956359,0.027461555247347835,0.021205945302383178,-0.0014833366342518737,0.03758017875971387,0.019481247746178987,0.2821257827928777
2017-02-10,0.022097829218491682,0.03853057419105976,0.020023388154188915,0.05032103766269902,0.05536031023029375,-0.02016012525173808,0.051255231381547084,0.006341647129208816,0.025976075495909967,-0.015573176137790856,0.03844313647345521,0.030929426768697255,0.03958386411663106,0.019144954786438628,0.027445913432474267,0.026115302886209335,-0.0014833366342518737,0.03850709046253176,0.01376436640963119,0.2821257827928777
2017-02-13,0.02158014064035374,0.03216237526577714,0.01114791059477982,0.028244539447349837,0.05150496295449303,-0.02016012525173808,0.0239534560010215,0.012093395484175762,0.040191367747113294,-0.012682011051738051,0.04643695465915165,0.03209907444875526,0.03276069108362556,0.010901956961054005,0.02229963248968314,0.02111970691909626,-0.0014833366342518737,0.03050208390893072,0.00515812739565602,0.2821257827928777
2017-02-14,0.008839302593848242,0.026773076490760772,0.009729137557177747,0.008694609828046929,0.030077267840873834,-0.02016012525173808,0.018771743423116938,-0.0005727637378067918,0.036610668348019626,-0.0096547439576673,0.015375833169768427,0.02679478037176075,0.028273137804192494,-0.0056511839852984025,0.020057992874431996,0.022236252502007225,-0.0014833366342518737,0.025325378434647217,-0.005628518900227419,0.2821257827928777
2017-02-15,0.004692818804423737,0.012840119378465964,0.022965833669333247,-0.027331632371432768,0.013357528491180659,-0.02016012525173808,-0.006179390490888892,0.0005720484936730941,0.036356079432381616,-0.0096547439576673,-0.010440947956278368,0.037676928694006406,0.028257498316770047,0.010533424814307413,0.028634066700063965,0.021138532866332937,-0.0014833366342518737,0.01627976005267051,-0.019567367050715934,0.2821257827928777
2017-02-16,0.009873099895759019,0.01413482963915147,0.020307078619767882,-0.01738388148271497,0.039022278353191275,-0.02016012525173808,-0.005276639247878023,0.006880873867788129,0.029452455830369484,-0.004487626563125069,0.024950542329033265,0.045219883958945495,0.03474655375615132,0.013696812329693664,0.004504501911312797,0.00714235310269018,-0.0014833366342518737,0.01885730787627571,-0.019481247746178987,0.2821257827928777
2017-02-17,0.007258770492559297,0.016255978150924832,0.007175841692906637,0.00755085703130387,0.03545135209520245,-0.02016012525173808,0.009262721367808702,0.004587059386122139,0.0194806690402185,0.0,-0.02929954207941421,0.035943182201854995,0.03267353528231798,0.007010129130074816,0.007865428414959741,0.004910236371654442,-0.0014833366342518737,0.019441202696997006,-0.005576208498327073,0.2821257827928777
2017-02-21,0.00016162362688243448,0.01939015020726842,0.00858082301954477,0.005907965775171498,0.034625314917115624,-0.02016012525173808,0.01702811669467419,-0.004014984232453056,0.010323276697741246,-0.04452001002273809,-0.06861904842182609,0.027681767610389763,0.03003230636727583,0.00593853546396339,-0.001131599100797409,0.014561062832983751,-0.0014833366342518737,0.014762653340775422,0.008615770802536726,0.2821257827928777
2017-02-22,0.02367453457632518,0.03209627862010045,0.013736401666446962,0.019384671922510144,0.03252767692030201,-0.02016012525173808,0.019565954464264124,0.010256610716228742,0.008494146723036167,-0.038027396692645876,-0.05364354908105007,0.042263536156308845,0.033716586248011104,0.013992779158722435,-0.0062607982890372504,0.021079163698697556,-0.0014833366342518737,0.024409285439899175,0.02232656129091959,0.2821257827928777
2017-02-23,0.020928915883489996,0.023063843180122667,0.003045184517636912,0.03057262141396233,0.01935615938701085,-0.02016012525173808,0.016583516139103693,0.011370227734396998,0.004088932123289091,-0.04191083746138702,-0.06317885568462689,0.022329446581991874,0.0043515785109171645,0.0034869318246282255,-0.03237998149760779,0.001346790141345977,-0.0014833366342518737,0.013125311937437711,0.023481163503231706,0.2821257827928777
2017-02-24,0.019932103551851377,0.03179863662995963,0.019234658652691472,0.043644790822600754,0.014424122258860361,-0.02016012525173808,0.011373665590578064,0.028170630093534044,0.010293098890112873,-0.01739178033809541,-0.07989945729450865,0.008599598974904588,0.010921200536355258,0.006328025141433713,-0.026182487043910907,0.018005304606653283,-0.0014833366342518737,0.0075602006484807305,0.035430482033481425,0.2821257827928777
2017-02-27,0.021150280816945255,0.018730151804027706,0.008476014810081534,0.015440238277096618,0.007222804663898241,-0.02016012525173808,-0.005404704419048834,0.012507416966477614,0.00599601017453022,0.10423882768369008,-0.061307472779202676,0.010645691723516926,0.009227706520906764,0.00937135530136235,-0.052265939978903386,0.009245440287838136,-0.0014833366342518737,0.002039726943951603,0.01801011243864936,0.2821257827928777
2017-02-28,0.029477109873821572,0.004803616433609825,0.008168775519346472,0.008625204230179762,-0.006723266074566858,-0.02016012525173808,-0.020932502797266217,0.0074435554852354535,-0.0009646800128639832,0.11411330603353154,-0.06966058577172296,0.013169010071525378,-0.0008454071189545331,0.0013652812286766292,-0.057075031242233454,-0.0140728502637808,-0.0014833366342518737,-0.0038174828861401444,-0.000927802874173711,0.2821257827928777
